indice_a,indice_b,codigo_a,codigo_b,establecimiento_a,establecimiento_b,similitud_nombre,misma_direccion,mismo_telefono,status_a,status_b,decision
3718,3737,05-01-0374-46,05-01-0425-46,"INSTITUTO MIXTO PARTICULAR DE EDUCACIÓN BÁSICA Y DIVERSIFICADA ""ALMA LIBERTAD PÉREZ MARTÍNEZ""","INSTITUTO MIXTO PARTICULAR DE EDUCACIÓN BÁSICA Y DIVERSIFICADA ""ALMA LIBERTAD PÉREZ MARTÍNEZ"".",99.5,False,True,CERRADA TEMPORALMENTE,ABIERTA,"Probable duplicado (mismo telefono, nombre casi identico): revisar"
3519,3527,02-03-0003-46,02-03-0055-46,"COLEGIO ""CENTRO DE FORMACION PROFESIONAL PREUNIVERSITARIA DEL CICLO DIVERSIFICADO""","COLEGIO ""CENTRO DE FORMACION PROFESIONAL PRE-UNIVERSITARIA DEL CICLO DIVERSIFICADO""",99.4,False,False,ABIERTA,CERRADA TEMPORALMENTE,Probablemente distintos (direccion diferente): conservar ambos
6950,7000,18-01-0420-46,18-01-2830-46,COLEGIO EDUCATIVO PRIVADO MIXTO DE FORMACION INTEGRAL EN COMPUTACION CEIF COMP,"COLEGIO EDUCATIVO PRIVADO MIXTO DE FORMACION INTEGRAL EN COMPUTACION, CEIF COMP",99.4,False,True,ABIERTA,ABIERTA,"Probable duplicado (mismo telefono, nombre casi identico): revisar"
6997,7000,18-01-2823-46,18-01-2830-46,COLEGIO EDUCATIVO PRIVADO MIXTO DE FORMACION INTEGRAL EN COMPUTACION CEIF COMP,"COLEGIO EDUCATIVO PRIVADO MIXTO DE FORMACION INTEGRAL EN COMPUTACION, CEIF COMP",99.4,False,True,ABIERTA,ABIERTA,"Probable duplicado (mismo telefono, nombre casi identico): revisar"
3518,3519,02-03-0002-46,02-03-0003-46,"COLEGIO ""CENTRO DE FORMACION PROFESIONAL PRE-UNIVERSITARIA DEL CICLO DIVERSIFICADO""","COLEGIO ""CENTRO DE FORMACION PROFESIONAL PREUNIVERSITARIA DEL CICLO DIVERSIFICADO""",99.4,True,False,ABIERTA,ABIERTA,"Probable duplicado (misma direccion, nombre casi identico): revisar"
8039,8045,17-05-0284-46,17-05-0299-46,"COLEGIO DE EDUCACION INTEGRAL CON ORIENTACION UNIVERSITARIA ""EL PODER DEL SABER""","COLEGIO DE EDUCACION INTEGRAL CON ORIENTACION UNIVERSITARIA, ""EL PODER DEL SABER""",99.4,False,False,CERRADA DEFINITIVAMENTE,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
3519,3520,02-03-0003-46,02-03-0004-46,"COLEGIO ""CENTRO DE FORMACION PROFESIONAL PREUNIVERSITARIA DEL CICLO DIVERSIFICADO""","COLEGIO ""CENTRO DE FORMACION PROFESIONAL PRE-UNIVERSITARIA DEL CICLO DIVERSIFICADO""",99.4,True,False,ABIERTA,ABIERTA,"Probable duplicado (misma direccion, nombre casi identico): revisar"
8015,8074,17-05-0210-46,17-05-3351-46,"COLEGIO DE CIENCIAS COMERCIALES LAS CRUCES, CON ORIENTACION EN COMPUTACION",COLEGIO DE CIENCIAS COMERCIALES LAS CRUCES CON ORIENTACION EN COMPUTACION,99.3,True,True,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE,"Probable duplicado (misma direccion y telefono): candidato a fusion, revisar"
8013,8074,17-05-0208-46,17-05-3351-46,"COLEGIO DE CIENCIAS COMERCIALES LAS CRUCES, CON ORIENTACION EN COMPUTACION",COLEGIO DE CIENCIAS COMERCIALES LAS CRUCES CON ORIENTACION EN COMPUTACION,99.3,True,False,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE,"Probable duplicado (misma direccion, nombre casi identico): revisar"
4624,4626,01-08-0009-46,01-08-0013-46,INSTITUTO EDUCATIVO ASISTENCIAL EMILIANI Y HOGAR DE HUERFANOS SANTA TERESA,INSTIITUTO EDUCATIVO ASISTENCIAL EMILIANI Y HOGAR DE HUERFANOS SANTA TERESA,99.3,False,True,ABIERTA,CERRADA TEMPORALMENTE,"Probable duplicado (mismo telefono, nombre casi identico): revisar"
9734,9763,03-02-0023-46,03-02-1232-46,COLEGIO MIXTO LICEO CLASICO KENNEDY ANEXO AL COLEGIO MIXTO LICEO LATINO,COLEGIO MIXTO LICEO CLASICO KENNEDY ANEXO A COLEGIO MIXTO LICEO LATINO,99.3,True,True,ABIERTA,CERRADA TEMPORALMENTE,"Probable duplicado (misma direccion y telefono): candidato a fusion, revisar"
4626,4951,01-08-0013-46,01-08-1714-46,INSTIITUTO EDUCATIVO ASISTENCIAL EMILIANI Y HOGAR DE HUERFANOS SANTA TERESA,INSTITUTO EDUCATIVO ASISTENCIAL EMILIANI Y HOGAR DE HUERFANOS SANTA TERESA,99.3,False,True,CERRADA TEMPORALMENTE,ABIERTA,"Probable duplicado (mismo telefono, nombre casi identico): revisar"
8014,8074,17-05-0209-46,17-05-3351-46,"COLEGIO DE CIENCIAS COMERCIALES LAS CRUCES, CON ORIENTACION EN COMPUTACION",COLEGIO DE CIENCIAS COMERCIALES LAS CRUCES CON ORIENTACION EN COMPUTACION,99.3,True,False,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE,"Probable duplicado (misma direccion, nombre casi identico): revisar"
9734,9764,03-02-0023-46,03-02-1233-46,COLEGIO MIXTO LICEO CLASICO KENNEDY ANEXO AL COLEGIO MIXTO LICEO LATINO,COLEGIO MIXTO LICEO CLASICO KENNEDY ANEXO A COLEGIO MIXTO LICEO LATINO,99.3,True,True,ABIERTA,CERRADA DEFINITIVAMENTE,"Probable duplicado (misma direccion y telefono): candidato a fusion, revisar"
3990,3998,05-04-0027-46,05-04-0050-46,INSTITUTO MIXTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,INSTITUTO MIXTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ.,99.3,True,True,CERRADA TEMPORALMENTE,ABIERTA,"Probable duplicado (misma direccion y telefono): candidato a fusion, revisar"
3992,3998,05-04-0036-46,05-04-0050-46,INSTITUTO MIXTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,INSTITUTO MIXTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ.,99.3,True,True,CERRADA TEMPORALMENTE,ABIERTA,"Probable duplicado (misma direccion y telefono): candidato a fusion, revisar"
8206,8224,17-10-0262-46,17-10-0361-46,"INSTITUTO PRIVADO MIXTO VESPERTINO ""PROF. JOSE OTILIO FLORES CARBAJAL""","INSTITUTO PRIVADO MIXTO VESPERTINO ""PROF. JOSE OTILIO FLORES CARBAJAL",99.3,True,True,ABIERTA,ABIERTA,"Probable duplicado (misma direccion y telefono): candidato a fusion, revisar"
4625,4626,01-08-0010-46,01-08-0013-46,INSTITUTO EDUCATIVO ASISTENCIAL EMILIANI Y HOGAR DE HUERFANOS SANTA TERESA,INSTIITUTO EDUCATIVO ASISTENCIAL EMILIANI Y HOGAR DE HUERFANOS SANTA TERESA,99.3,False,False,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE,Probablemente distintos (direccion diferente): conservar ambos
3967,3974,05-03-0011-46,05-03-0034-46,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ.,99.2,False,False,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE,Probablemente distintos (direccion diferente): conservar ambos
4026,4028,05-05-0075-46,05-05-0079-46,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ.,99.2,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
3974,3987,05-03-0034-46,05-03-2930-46,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ.,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,99.2,False,False,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE,Probablemente distintos (direccion diferente): conservar ambos
770,787,04-01-0635-46,04-01-2552-46,CENTRO EDUCATIVO CON ORIENTACION VOCACIONAL Y OCUPACIONAL POP WUJ,CENTRO EDUCATIVO CON ORIENTACION VOCACIONAL Y OCUPACIONAL POPO WUJ,99.2,True,True,CERRADA DEFINITIVAMENTE,CERRADA TEMPORALMENTE,"Probable duplicado (misma direccion y telefono): candidato a fusion, revisar"
6771,6791,13-26-0206-46,13-26-6891-46,ASOCIACIÓN DE MAESTROS DE EDUCACIÓN RURAL DE GUATEMALA - AMERG-,ASOCIACIÓN DE MAESTROS DE EDUCACIÓN RURAL DE GUATEMALA -AMERG-,99.2,False,False,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE,Probablemente distintos (direccion diferente): conservar ambos
6771,6780,13-26-0206-46,13-26-0236-46,ASOCIACIÓN DE MAESTROS DE EDUCACIÓN RURAL DE GUATEMALA - AMERG-,ASOCIACIÓN DE MAESTROS DE EDUCACIÓN RURAL DE GUATEMALA -AMERG-,99.2,True,False,CERRADA TEMPORALMENTE,ABIERTA,"Probable duplicado (misma direccion, nombre casi identico): revisar"
4018,4026,05-05-0048-46,05-05-0075-46,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ.,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,99.2,False,True,CERRADA DEFINITIVAMENTE,ABIERTA,"Probable duplicado (mismo telefono, nombre casi identico): revisar"
3850,3913,05-02-0067-46,05-02-0255-46,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ.,99.2,False,True,ABIERTA,ABIERTA,"Probable duplicado (mismo telefono, nombre casi identico): revisar"
4020,4026,05-05-0054-46,05-05-0075-46,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ.,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,99.2,False,False,CERRADA TEMPORALMENTE,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
4019,4026,05-05-0051-46,05-05-0075-46,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ.,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,99.2,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
4026,4027,05-05-0075-46,05-05-0077-46,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ.,99.2,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
942,944,04-06-2678-46,04-06-3054-46,INSTITUTO PARTICULAR MIXTO TECPANECO DE EDUCACION MEDIA,INSTITUO PARTICULAR MIXTO TECPANECO DE EDUCACION MEDIA,99.1,False,True,CERRADA TEMPORALMENTE,CERRADA DEFINITIVAMENTE,"Probable duplicado (mismo telefono, nombre casi identico): revisar"
8453,8468,09-01-0443-46,09-01-0478-46,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX QUETZALTENANGO,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- QUETZALTENANGO,99.1,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
938,944,04-06-0340-46,04-06-3054-46,INSTITUTO PARTICULAR MIXTO TECPANECO DE EDUCACION MEDIA,INSTITUO PARTICULAR MIXTO TECPANECO DE EDUCACION MEDIA,99.1,False,False,CERRADA DEFINITIVAMENTE,CERRADA DEFINITIVAMENTE,Probablemente distintos (direccion diferente): conservar ambos
939,944,04-06-0636-46,04-06-3054-46,INSTITUTO PARTICULAR MIXTO TECPANECO DE EDUCACION MEDIA,INSTITUO PARTICULAR MIXTO TECPANECO DE EDUCACION MEDIA,99.1,False,False,CERRADA DEFINITIVAMENTE,CERRADA DEFINITIVAMENTE,Probablemente distintos (direccion diferente): conservar ambos
2008,2009,00-01-8337-46,00-01-8338-46,CENTRO DE ESTUDIOS MERCADLOGICOS Y PUBLICITARIOS,CENTRO DE ESTUDIOS MERCADOLOGICOS Y PUBLICITARIOS,99.0,True,True,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE,"Probable duplicado (misma direccion y telefono): candidato a fusion, revisar"
1517,2008,00-01-0447-46,00-01-8337-46,CENTRO DE ESTUDIOS MERCADOLOGICOS Y PUBLICITARIOS,CENTRO DE ESTUDIOS MERCADLOGICOS Y PUBLICITARIOS,99.0,False,False,CERRADA DEFINITIVAMENTE,CERRADA TEMPORALMENTE,Probablemente distintos (direccion diferente): conservar ambos
11790,11798,19-04-0029-46,19-04-0076-46,"INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA, INED",INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,99.0,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
11790,11799,19-04-0029-46,19-04-0077-46,"INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA, INED",INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,99.0,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
11790,11797,19-04-0029-46,19-04-0075-46,"INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA, INED",INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,99.0,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
11836,11841,19-07-0004-46,19-07-0028-46,"INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA, INED",INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,99.0,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
8210,8222,17-10-0274-46,17-10-0357-46,CENTRO EDUCATIVO PRIVADO MIXTO VISION INTEGRAL -CEVI-,CENTRO EDUCATIVO PRIVADO MIXTO VISION INTEGRAL -CEVI,99.0,True,True,ABIERTA,ABIERTA,"Probable duplicado (misma direccion y telefono): candidato a fusion, revisar"
11844,11847,19-08-0003-46,19-08-0015-46,"INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA, INED",INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,99.0,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
11782,11786,19-03-0005-46,19-03-0020-46,"INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA, INED",INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,99.0,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
11782,11785,19-03-0005-46,19-03-0018-46,"INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA, INED",INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,99.0,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
11844,11846,19-08-0003-46,19-08-0014-46,"INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA, INED",INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,99.0,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
11782,11784,19-03-0005-46,19-03-0017-46,"INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA, INED",INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,99.0,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
5851,5860,01-15-2406-46,01-15-2791-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA CENTRO DE FORMACION INTELECTUAL GUATEMALTECO,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 'CENTRO DE FORMACION INTELECTUAL GUATEMALTECO',99.0,True,False,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE,"Probable duplicado (misma direccion, nombre casi identico): revisar"
5850,5860,01-15-2404-46,01-15-2791-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA CENTRO DE FORMACION INTELECTUAL GUATEMALTECO,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 'CENTRO DE FORMACION INTELECTUAL GUATEMALTECO',99.0,True,False,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE,"Probable duplicado (misma direccion, nombre casi identico): revisar"
7671,7673,22-07-0033-46,22-07-0036-46,COLEGIO PRIVADO INNOVADOR TECNOLÓGICO GUATEMALTECO,COLEGIO PRINVADO INNOVADOR TECNOLÓGICO GUATEMALTECO,99.0,False,False,ABIERTA,CERRADA DEFINITIVAMENTE,Probablemente distintos (direccion diferente): conservar ambos
8213,8222,17-10-0338-46,17-10-0357-46,CENTRO EDUCATIVO PRIVADO MIXTO VISION INTEGRAL -CEVI-,CENTRO EDUCATIVO PRIVADO MIXTO VISION INTEGRAL -CEVI,99.0,False,False,CERRADA DEFINITIVAMENTE,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
11720,11751,19-01-0116-46,19-01-0223-46,"INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA, INED",INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,99.0,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
11790,11800,19-04-0029-46,19-04-0081-46,"INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA, INED",INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,99.0,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
2601,2690,00-07-0233-46,00-07-8335-46,"LICEO MIXTO TÉCNICO EN COMPUTACIÓN SENDA 2,000",LICEO MIXTO TÉCNICO EN COMPUTACIÓN SENDA 2000,98.9,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
3054,3055,00-12-9003-46,00-12-9004-46,COLEGIO BILINGUE DE COMPUTACION C.B.C. EL CARMEN,COLEGIO BILINGUE DE COMPUTACION C.B.C EL CARMEN,98.9,False,True,ABIERTA,ABIERTA,"Probable duplicado (mismo telefono, nombre casi identico): revisar"
2583,2675,00-07-0195-46,00-07-7645-46,LICEO MIXTO TÉCNICO EN COMPUTACIÓN SENDA 2000,"LICEO MIXTO TÉCNICO EN COMPUTACIÓN SENDA 2,000",98.9,False,True,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE,"Probable duplicado (mismo telefono, nombre casi identico): revisar"
2583,2601,00-07-0195-46,00-07-0233-46,LICEO MIXTO TÉCNICO EN COMPUTACIÓN SENDA 2000,"LICEO MIXTO TÉCNICO EN COMPUTACIÓN SENDA 2,000",98.9,False,False,CERRADA TEMPORALMENTE,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
2677,2690,00-07-7649-46,00-07-8335-46,"LICEO MIXTO TÉCNICO EN COMPUTACIÓN SENDA 2,000",LICEO MIXTO TÉCNICO EN COMPUTACIÓN SENDA 2000,98.9,True,False,ABIERTA,ABIERTA,"Probable duplicado (misma direccion, nombre casi identico): revisar"
3055,3056,00-12-9004-46,00-12-9006-46,COLEGIO BILINGUE DE COMPUTACION C.B.C EL CARMEN,COLEGIO BILINGUE DE COMPUTACION C.B.C. EL CARMEN,98.9,True,False,ABIERTA,ABIERTA,"Probable duplicado (misma direccion, nombre casi identico): revisar"
2583,2677,00-07-0195-46,00-07-7649-46,LICEO MIXTO TÉCNICO EN COMPUTACIÓN SENDA 2000,"LICEO MIXTO TÉCNICO EN COMPUTACIÓN SENDA 2,000",98.9,False,False,CERRADA TEMPORALMENTE,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
2675,2690,00-07-7645-46,00-07-8335-46,"LICEO MIXTO TÉCNICO EN COMPUTACIÓN SENDA 2,000",LICEO MIXTO TÉCNICO EN COMPUTACIÓN SENDA 2000,98.9,True,True,CERRADA TEMPORALMENTE,ABIERTA,"Probable duplicado (misma direccion y telefono): candidato a fusion, revisar"
11449,11457,10-10-0094-46,10-10-2337-46,INSTITIUTO PRIVADO MIXTO POR MADUREZ EL SABER,INSTITUTO PRIVADO MIXTO POR MADUREZ EL SABER,98.9,False,True,ABIERTA,ABIERTA,"Probable duplicado (mismo telefono, nombre casi identico): revisar"
5597,5698,01-15-0169-46,01-15-0522-46,COLEGIO CRISTIANO BILINGUE GENERACION DE JOSUE,CDOLEGIO CRISTIANO BILINGUE GENERACION DE JOSUE,98.9,False,True,ABIERTA,CERRADA TEMPORALMENTE,"Probable duplicado (mismo telefono, nombre casi identico): revisar"
7859,7884,17-01-0130-46,17-01-1119-46,INSTITUTO PARTICULAR MIXTO CIENCIA Y DESARROLLO.,INSTITUTO PARTICULAR MIXTO CIENCIA Y DESARROLLO,98.9,True,False,CERRADA DEFINITIVAMENTE,CERRADA DEFINITIVAMENTE,"Probable duplicado (misma direccion, nombre casi identico): revisar"
9062,9064,14-13-0125-46,14-13-0127-46,CENTRO OFICIAL DE EDUCACIÓN EXTRAESCOLAR -CEEX-,CENTRO OFICIAL DE EDUCACIÓN EXTRAESCOLAR -COEEX-,98.9,True,True,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE,"Probable duplicado (misma direccion y telefono): candidato a fusion, revisar"
5697,5698,01-15-0521-46,01-15-0522-46,COLEGIO CRISTIANO BILINGUE GENERACION DE JOSUE,CDOLEGIO CRISTIANO BILINGUE GENERACION DE JOSUE,98.9,False,True,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE,"Probable duplicado (mismo telefono, nombre casi identico): revisar"
5601,5698,01-15-0176-46,01-15-0522-46,COLEGIO CRISTIANO BILINGUE GENERACION DE JOSUE,CDOLEGIO CRISTIANO BILINGUE GENERACION DE JOSUE,98.9,False,False,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE,Probablemente distintos (direccion diferente): conservar ambos
9621,9698,03-01-0151-46,03-01-1127-46,COLEGIO MIXTO PRE-UNIVERSITARIO GALILEO GALILEI,COLEGIO MIXTO PREUNIVERSITARIO GALILEO GALILEI,98.9,False,True,CERRADA DEFINITIVAMENTE,ABIERTA,"Probable duplicado (mismo telefono, nombre casi identico): revisar"
9600,9698,03-01-0090-46,03-01-1127-46,COLEGIO MIXTO PRE-UNIVERSITARIO GALILEO GALILEI,COLEGIO MIXTO PREUNIVERSITARIO GALILEO GALILEI,98.9,False,True,ABIERTA,ABIERTA,"Probable duplicado (mismo telefono, nombre casi identico): revisar"
5698,5781,01-15-0522-46,01-15-0728-46,CDOLEGIO CRISTIANO BILINGUE GENERACION DE JOSUE,COLEGIO CRISTIANO BILINGUE GENERACION DE JOSUE,98.9,False,False,CERRADA TEMPORALMENTE,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
9622,9698,03-01-0152-46,03-01-1127-46,COLEGIO MIXTO PRE-UNIVERSITARIO GALILEO GALILEI,COLEGIO MIXTO PREUNIVERSITARIO GALILEO GALILEI,98.9,False,True,CERRADA DEFINITIVAMENTE,ABIERTA,"Probable duplicado (mismo telefono, nombre casi identico): revisar"
3054,3057,00-12-9003-46,00-12-9007-46,COLEGIO BILINGUE DE COMPUTACION C.B.C. EL CARMEN,COLEGIO BILINGUE DE COMPUTACION C.B.C EL CARMEN,98.9,False,True,ABIERTA,CERRADA TEMPORALMENTE,"Probable duplicado (mismo telefono, nombre casi identico): revisar"
3056,3057,00-12-9006-46,00-12-9007-46,COLEGIO BILINGUE DE COMPUTACION C.B.C. EL CARMEN,COLEGIO BILINGUE DE COMPUTACION C.B.C EL CARMEN,98.9,False,False,ABIERTA,CERRADA TEMPORALMENTE,Probablemente distintos (direccion diferente): conservar ambos
7421,7427,21-07-0081-46,21-07-0098-46,"INSTITUTO TÉCNICO INDUSTRIAL ""ALBERT EINSTEIN""","INSTITUTO TÉCNICO INSDUSTRIAL ""ALBERT EINSTEIN""",98.9,False,True,ABIERTA,ABIERTA,"Probable duplicado (mismo telefono, nombre casi identico): revisar"
1322,1406,00-01-0162-46,00-01-0264-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA CENTRO EDUCACIONAL GUATEMALTECO,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 'CENTRO EDUCACIONAL GUATEMALTECO',98.8,True,False,CERRADA DEFINITIVAMENTE,CERRADA DEFINITIVAMENTE,"Probable duplicado (misma direccion, nombre casi identico): revisar"
1365,1377,00-01-0217-46,00-01-0230-46,INSTITUTO PRIVADO PARA SEÑORITAS DE EDUCACION DIVERSIFICADA 'BILINGUE GUATEMALTECO',INSTITUTO PRIVADO PARA SEÑORITAS DE EDUCACION DIVERSIFICADA BILINGUE GUATEMALTECO,98.8,True,False,CERRADA DEFINITIVAMENTE,CERRADA TEMPORALMENTE,"Probable duplicado (misma direccion, nombre casi identico): revisar"
2323,2327,00-03-0364-46,00-03-0368-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 'CENTRO PROFESIONAL DE COMPUTACION',INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA CENTRO PROFESIONAL DE COMPUTACION,98.8,False,False,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE,Probablemente distintos (direccion diferente): conservar ambos
4326,4331,05-13-1917-46,05-13-2515-46,INSTITUTO DE COMPUTACION INFORMATICA ICI.,INSTITUTO DE COMPUTACION INFORMATICA ICI,98.8,True,True,CERRADA DEFINITIVAMENTE,CERRADA DEFINITIVAMENTE,"Probable duplicado (misma direccion y telefono): candidato a fusion, revisar"
8535,8616,09-01-3051-46,09-01-3998-46,INSTITUTO PRIVADO MIXTO 'JACQUES COSTEAU',INSTITUTO PRIVADO MIXTO 'JACQUES COUSTEAU',98.8,False,False,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE,Probablemente distintos (direccion diferente): conservar ambos
1611,1614,00-01-0640-46,00-01-0643-46,LICEO TECNOLÓGICO MAYA DE GUATEMALA II,LICEO TECNOLÓGICO MAYA DE GUATEMALA III,98.7,False,False,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE,Probablemente distintos (direccion diferente): conservar ambos
1610,1616,00-01-0639-46,00-01-0645-46,LICEO TECNOLÓGICO MAYA DE GUATEMALA II,LICEO TECNOLÓGICO MAYA DE GUATEMALA III,98.7,False,False,ABIERTA,CERRADA TEMPORALMENTE,Probablemente distintos (direccion diferente): conservar ambos
1611,1616,00-01-0640-46,00-01-0645-46,LICEO TECNOLÓGICO MAYA DE GUATEMALA II,LICEO TECNOLÓGICO MAYA DE GUATEMALA III,98.7,False,False,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE,Probablemente distintos (direccion diferente): conservar ambos
1610,1613,00-01-0639-46,00-01-0642-46,LICEO TECNOLÓGICO MAYA DE GUATEMALA II,LICEO TECNOLÓGICO MAYA DE GUATEMALA III,98.7,False,False,ABIERTA,CERRADA TEMPORALMENTE,Probablemente distintos (direccion diferente): conservar ambos
1612,1614,00-01-0641-46,00-01-0643-46,LICEO TECNOLÓGICO MAYA DE GUATEMALA II,LICEO TECNOLÓGICO MAYA DE GUATEMALA III,98.7,False,False,ABIERTA,CERRADA TEMPORALMENTE,Probablemente distintos (direccion diferente): conservar ambos
