indice_a,indice_b,codigo_a,codigo_b,establecimiento_a,establecimiento_b,similitud_nombre,misma_direccion,mismo_telefono,status_a,status_b,decision
581,593,15-04-0223-46,15-04-0271-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
581,594,15-04-0223-46,15-04-0272-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
581,595,15-04-0223-46,15-04-0273-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
292,312,16-09-0840-46,16-09-0938-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
292,313,16-09-0840-46,16-09-0939-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
292,314,16-09-0840-46,16-09-0940-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
292,315,16-09-0840-46,16-09-0941-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
292,316,16-09-0840-46,16-09-0945-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
7916,7955,17-03-0024-46,17-03-0147-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,CERRADA DEFINITIVAMENTE,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
8265,8287,17-12-0082-46,17-12-0184-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,CERRADA TEMPORALMENTE,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
8265,8288,17-12-0082-46,17-12-0185-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,CERRADA TEMPORALMENTE,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
8266,8267,17-12-0083-46,17-12-0084-46,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
4634,4929,01-08-0059-46,01-08-1044-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,TEMPORAL NOMBRAMIENTO,Probablemente distintos (direccion diferente): conservar ambos
4635,4927,01-08-0060-46,01-08-1041-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
306,313,16-09-0880-46,16-09-0939-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
306,314,16-09-0880-46,16-09-0940-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
306,315,16-09-0880-46,16-09-0941-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
306,316,16-09-0880-46,16-09-0945-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
306,317,16-09-0880-46,16-09-0946-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,TEMPORAL NOMBRAMIENTO,Probablemente distintos (direccion diferente): conservar ambos
11670,11675,08-03-0055-46,08-03-0064-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
11670,11676,08-03-0055-46,08-03-0065-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
292,311,16-09-0840-46,16-09-0937-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
370,373,16-12-0272-46,16-12-0276-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
370,374,16-12-0272-46,16-12-0277-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
6371,6376,13-01-0421-46,13-01-0428-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
6349,6376,13-01-0382-46,13-01-0428-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
578,600,15-04-0100-46,15-04-0278-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
8267,8288,17-12-0084-46,17-12-0185-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
8265,8266,17-12-0082-46,17-12-0083-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,CERRADA TEMPORALMENTE,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
292,317,16-09-0840-46,16-09-0946-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,TEMPORAL NOMBRAMIENTO,Probablemente distintos (direccion diferente): conservar ambos
290,315,16-09-0838-46,16-09-0941-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
290,316,16-09-0838-46,16-09-0945-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
290,317,16-09-0838-46,16-09-0946-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,TEMPORAL NOMBRAMIENTO,Probablemente distintos (direccion diferente): conservar ambos
291,311,16-09-0839-46,16-09-0937-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
291,312,16-09-0839-46,16-09-0938-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
291,313,16-09-0839-46,16-09-0939-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
291,314,16-09-0839-46,16-09-0940-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
291,315,16-09-0839-46,16-09-0941-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
291,316,16-09-0839-46,16-09-0945-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
291,317,16-09-0839-46,16-09-0946-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,TEMPORAL NOMBRAMIENTO,Probablemente distintos (direccion diferente): conservar ambos
4634,4927,01-08-0059-46,01-08-1041-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
4634,4928,01-08-0059-46,01-08-1042-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,TEMPORAL NOMBRAMIENTO,Probablemente distintos (direccion diferente): conservar ambos
289,313,16-09-0837-46,16-09-0939-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
289,314,16-09-0837-46,16-09-0940-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
7917,7955,17-03-0025-46,17-03-0147-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
7918,7955,17-03-0026-46,17-03-0147-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,CERRADA DEFINITIVAMENTE,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
8084,8091,17-06-0023-46,17-06-0045-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
7908,7909,17-02-0013-46,17-02-0015-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
8150,8170,17-09-0121-46,17-09-0340-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,CERRADA DEFINITIVAMENTE,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
8150,8171,17-09-0121-46,17-09-0341-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,CERRADA DEFINITIVAMENTE,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
8151,8170,17-09-0122-46,17-09-0340-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
8151,8171,17-09-0122-46,17-09-0341-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
7944,7955,17-03-0124-46,17-03-0147-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
5493,5496,01-14-0217-46,01-14-0225-46,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,CERRADA DEFINITIVAMENTE,Probablemente distintos (direccion diferente): conservar ambos
5493,5497,01-14-0217-46,01-14-0226-46,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
5488,5493,01-14-0209-46,01-14-0217-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
7995,8005,17-04-0122-46,17-04-4076-46,LICEO SACPUY- LISAC-,LICEO SACPUY LISAC,94.7,False,False,ABIERTA,CERRADA DEFINITIVAMENTE,Probablemente distintos (direccion diferente): conservar ambos
8267,8287,17-12-0084-46,17-12-0184-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
581,600,15-04-0223-46,15-04-0278-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
578,590,15-04-0100-46,15-04-0268-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
578,591,15-04-0100-46,15-04-0269-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
578,592,15-04-0100-46,15-04-0270-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
10350,10374,12-12-0042-46,12-12-0104-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,TEMPORAL NOMBRAMIENTO,Probablemente distintos (direccion diferente): conservar ambos
6689,6690,13-18-0075-46,13-18-0078-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
10351,10370,12-12-0043-46,12-12-0100-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,TEMPORAL NOMBRAMIENTO,Probablemente distintos (direccion diferente): conservar ambos
10351,10372,12-12-0043-46,12-12-0102-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,TEMPORAL NOMBRAMIENTO,Probablemente distintos (direccion diferente): conservar ambos
10351,10373,12-12-0043-46,12-12-0103-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,TEMPORAL NOMBRAMIENTO,Probablemente distintos (direccion diferente): conservar ambos
10351,10374,12-12-0043-46,12-12-0104-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,TEMPORAL NOMBRAMIENTO,Probablemente distintos (direccion diferente): conservar ambos
1598,2022,00-01-0612-46,00-01-8499-46,CENTRO DE EDUCACIÓN Y CULTURA MIRTHALA DE HURTADO,CENTRO DE EDUCACION Y CULTURA MIRTHALA HURTADO,94.7,False,False,CERRADA DEFINITIVAMENTE,CERRADA TEMPORALMENTE,Probablemente distintos (direccion diferente): conservar ambos
11230,11312,10-01-0306-46,10-01-1957-46,"COLEGIO PRIVADO MIXTO ""LICEO MAZATECO""",COLEGIO PRIVADO MIXTO 'LICEO MAZATECO',94.7,False,False,ABIERTA,CERRADA TEMPORALMENTE,Probablemente distintos (direccion diferente): conservar ambos
11234,11312,10-01-0312-46,10-01-1957-46,"COLEGIO PRIVADO MIXTO ""LICEO MAZATECO""",COLEGIO PRIVADO MIXTO 'LICEO MAZATECO',94.7,False,False,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE,Probablemente distintos (direccion diferente): conservar ambos
4635,4928,01-08-0060-46,01-08-1042-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,TEMPORAL NOMBRAMIENTO,Probablemente distintos (direccion diferente): conservar ambos
4635,4929,01-08-0060-46,01-08-1044-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,TEMPORAL NOMBRAMIENTO,Probablemente distintos (direccion diferente): conservar ambos
289,312,16-09-0837-46,16-09-0938-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
283,312,16-09-0820-46,16-09-0938-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
8721,8722,09-13-0006-46,09-13-0010-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,CERRADA TEMPORALMENTE,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
1659,1895,00-01-0719-46,00-01-7148-46,"COLEGIO MIXTO ""CRISTIANO GUATEMALTECO""",COLEGIO MIXTO 'CRISTIANO GUATEMALTECO',94.7,True,False,ABIERTA,ABIERTA,Indeterminado: requiere revision manual
10666,10680,12-26-0024-46,12-26-0078-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
8186,8231,17-10-0143-46,17-10-0378-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,CERRADA DEFINITIVAMENTE,TEMPORAL NOMBRAMIENTO,Probablemente distintos (direccion diferente): conservar ambos
8186,8232,17-10-0143-46,17-10-0379-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,CERRADA DEFINITIVAMENTE,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
8186,8233,17-10-0143-46,17-10-0381-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,CERRADA DEFINITIVAMENTE,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
10198,10205,12-04-0127-46,12-04-0229-46,"COLEGIO INTERCIENTÍFICO, MULTILINGÜE Y MULTIVERSIDAD ""MUNDO REAL""","COLEGIO INTERCIENTIFICO,MULTILINGÚE Y MULTIDIVERSIDAD ""MUNDO REAL""",94.7,True,False,ABIERTA,ABIERTA,Indeterminado: requiere revision manual
10203,10205,12-04-0219-46,12-04-0229-46,"COLEGIO INTERCIENTÍFICO, MULTILINGÜE Y MULTIVERSIDAD ""MUNDO REAL""","COLEGIO INTERCIENTIFICO,MULTILINGÚE Y MULTIDIVERSIDAD ""MUNDO REAL""",94.7,True,True,ABIERTA,ABIERTA,"Probable duplicado (misma direccion y telefono): candidato a fusion, revisar"
10204,10205,12-04-0221-46,12-04-0229-46,"COLEGIO INTERCIENTÍFICO, MULTILINGÜE Y MULTIVERSIDAD ""MUNDO REAL""","COLEGIO INTERCIENTIFICO,MULTILINGÚE Y MULTIDIVERSIDAD ""MUNDO REAL""",94.7,True,True,ABIERTA,ABIERTA,"Probable duplicado (misma direccion y telefono): candidato a fusion, revisar"
581,596,15-04-0223-46,15-04-0274-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
581,597,15-04-0223-46,15-04-0275-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
581,598,15-04-0223-46,15-04-0276-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
581,599,15-04-0223-46,15-04-0277-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
5423,5493,01-14-0027-46,01-14-0217-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
10262,10292,12-07-0139-46,12-07-0259-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
289,315,16-09-0837-46,16-09-0941-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
289,316,16-09-0837-46,16-09-0945-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
289,317,16-09-0837-46,16-09-0946-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,TEMPORAL NOMBRAMIENTO,Probablemente distintos (direccion diferente): conservar ambos
5772,5823,01-15-0710-46,01-15-0814-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
10723,10740,12-30-0046-46,12-30-0093-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
7468,7542,22-01-0295-46,22-01-0451-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,94.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
