departamento,municipio,establecimiento,registros,direcciones_distintas,status_distintos,jornadas_distintas,planes_distintos,codigos
CIUDAD CAPITAL,ZONA 1,COLEGIO TECNICO RENOIR,2,1,1,2,2,00-01-9646-46; 00-01-9745-46
CIUDAD CAPITAL,ZONA 1,ESCUELA NACIONAL CENTRAL DE FORMACION SECRETARIAL,2,1,1,2,1,00-01-0174-46; 00-01-8379-46
CIUDAD CAPITAL,ZONA 1,"ESCUELA NORMAL PARA MAESTROS DE EDUCACIÓN MUSICAL ""JESÚS MARÍA ALVARADO""",2,1,2,2,1,00-01-0567-46; 00-01-0671-46
CIUDAD CAPITAL,ZONA 1,"INSTITUTO DE EDUCACIÓN BÁSICA Y BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ ""DOCTOR JUAN JOSÉ ARÉVALO BERMEJO""",2,1,1,2,2,00-01-0627-46; 00-01-0810-46
CIUDAD CAPITAL,ZONA 1,INSTITUTO DE ESTUDIOS ALTERNATIVOS DE GUATEMALA,2,1,1,1,1,00-01-0680-46; 00-01-0681-46
CIUDAD CAPITAL,ZONA 1,"INSTITUTO MIXTO ""MIGUEL DE CERVANTES""",2,1,1,2,2,00-01-0841-46; 00-01-9381-46
CIUDAD CAPITAL,ZONA 1,"INSTITUTO MIXTO DE COMPUTACION ""LEONARDO DE PISA""",2,1,2,1,1,00-01-0298-46; 00-01-0299-46
CIUDAD CAPITAL,ZONA 1,INSTITUTO MIXTO RAFAEL LANDIVAR Y CABALLERO,2,1,2,2,1,00-01-0370-46; 00-01-2464-46
CIUDAD CAPITAL,ZONA 1,INSTITUTO MIXTO VESPERTINO RAFAEL LANDIVAR,2,1,1,2,1,00-01-0301-46; 00-01-0303-46
CIUDAD CAPITAL,ZONA 1,INSTITUTO MODELO,2,1,2,2,1,00-01-0495-46; 00-01-9803-46
CIUDAD CAPITAL,ZONA 1,INSTITUTO NORMAL MIXTO RAFAEL AQUECHE,2,1,1,2,1,00-01-0206-46; 00-01-0207-46
CIUDAD CAPITAL,ZONA 1,"INSTITUTO PARTICULAR MIXTO ""CIENCIA Y DESARROLLO""",2,1,1,1,1,00-01-0366-46; 00-01-2908-46
CIUDAD CAPITAL,ZONA 1,"INSTITUTO PARTICULAR PARA SEÑORITAS ""NUESTRA SEÑORA DEL CARMEN""",2,1,1,2,1,00-01-2798-46; 00-01-8618-46
CIUDAD CAPITAL,ZONA 1,INSTITUTO TECNOLOGICO DE CENTRO AMERICA,2,1,1,1,2,00-01-8559-46; 00-01-8652-46
CIUDAD CAPITAL,ZONA 1,LICEO ADMINISTRATIVO MAYA,2,1,1,1,1,00-01-9598-46; 00-01-9599-46
CIUDAD CAPITAL,ZONA 1,LICEO EN COMPUTACION 'DEL VALLE',2,1,1,1,1,00-01-9197-46; 00-01-9198-46
CIUDAD CAPITAL,ZONA 1,LICEO JOSE DE SAN MARTIN,2,1,2,1,2,00-01-7910-46; 00-01-9831-46
CIUDAD CAPITAL,ZONA 1,LICEO ROMANO AMERICANO,2,1,1,2,2,00-01-0836-46; 00-01-0839-46
CIUDAD CAPITAL,ZONA 1,LICEO SAN ANTONIO,2,1,1,1,1,00-01-0581-46; 00-01-4336-46
CIUDAD CAPITAL,ZONA 1,LICEO TÉCNICO VOCACIONAL GALILEI,2,1,1,2,1,00-01-8833-46; 00-01-8834-46
CIUDAD CAPITAL,ZONA 1,LICEO VICTORIA Y LIBERTAD,2,1,1,1,1,00-01-0683-46; 00-01-9825-46
CIUDAD CAPITAL,ZONA 11,TECNICO EN MECANICA AUTOMOTRIZ,2,1,2,2,2,00-11-0010-46; 00-11-0035-46
CIUDAD CAPITAL,ZONA 12,"COLEGIO EVANGELICO ""LUMINARES""",2,1,1,2,2,00-12-0013-46; 00-12-0024-46
CIUDAD CAPITAL,ZONA 12,COLEGIO PSICOPEDAGOGICO INDIVIDUAL SALVADOR HUGUET,2,1,1,2,1,00-12-8954-46; 00-12-9076-46
CIUDAD CAPITAL,ZONA 12,"INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA, METROPOLITANO DEL SUR NO.2",2,1,2,1,1,00-12-0168-46; 00-12-0169-46
CIUDAD CAPITAL,ZONA 13,ACADEMIA DEPORTIVA,2,1,1,2,1,00-13-7282-46; 00-13-7283-46
CIUDAD CAPITAL,ZONA 13,"ESCUELA TECNICA MILITAR DE AVIACION, PROGRAMA EDUCATIVO INTEGRADO DEL SOLDADO -PEISOL-, DE LA FUERZA AEREA GUATEMALTECA",2,1,2,2,2,00-13-0066-46; 00-13-0083-46
CIUDAD CAPITAL,ZONA 13,ESCUELA TÉCNICA MILITAR DE AVIACIÓN,2,1,2,2,1,00-13-0031-46; 00-13-0937-46
CIUDAD CAPITAL,ZONA 13,INSTITUTO DE BACHILLERATO EN COMPUTACIÓN,2,1,1,1,1,00-13-0024-46; 00-13-0025-46
CIUDAD CAPITAL,ZONA 14,COLEGIO HERALDO DEL EVANGELIO,2,1,1,2,2,00-14-8943-46; 00-14-8945-46
CIUDAD CAPITAL,ZONA 14,LICEO CRISTIANO 'LA SABIDURIA',2,1,2,1,1,00-14-8729-46; 00-14-8730-46
CIUDAD CAPITAL,ZONA 14,LICEO CRISTIANO LA SABIDURIA,2,1,1,2,1,00-14-8724-46; 00-14-8726-46
CIUDAD CAPITAL,ZONA 17,LICEO RICHARD STALLMAN,2,1,1,2,2,00-17-0053-46; 00-17-0058-46
CIUDAD CAPITAL,ZONA 18,CENTRO EDUCATIVO LANCASTERIANO,2,1,2,2,2,00-18-9670-46; 00-18-9672-46
CIUDAD CAPITAL,ZONA 18,INSTITUTO OFICIAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ NUEVA ESPERANZA,2,1,2,2,2,00-18-0264-46; 00-18-0266-46
CIUDAD CAPITAL,ZONA 18,LICEO RICHARD STALLMAN,2,1,1,2,2,00-18-0049-46; 00-18-0052-46
CIUDAD CAPITAL,ZONA 19,CENTRO INTEGRAL EDUCATIVO SAN FRANCISCO,2,1,1,1,1,00-19-0029-46; 00-19-0031-46
CIUDAD CAPITAL,ZONA 19,INED M. A. HERMENEGILDO DE JESÚS PEREIRA DEL CID,2,1,1,1,1,00-19-0102-46; 00-19-0112-46
CIUDAD CAPITAL,ZONA 2,CENTRO EDUCATIVO EN COMPUTACION GENESIS,2,1,1,2,1,00-02-8069-46; 00-02-8071-46
CIUDAD CAPITAL,ZONA 2,COLEGIO DE SEÑORITAS SANTA INÉS,2,1,1,1,1,00-02-0091-46; 00-02-0092-46
CIUDAD CAPITAL,ZONA 2,COLEGIO MIXTO EN COMPUTACION MILENIUM,2,1,2,2,2,00-02-8021-46; 00-02-9049-46
CIUDAD CAPITAL,ZONA 2,COLEGIO PREUNIVERSITARIO DE SALUD INTEGRAL,2,1,1,2,2,00-02-0134-46; 00-02-0136-46
CIUDAD CAPITAL,ZONA 2,LICEO DE INFORMATICA Y CIENCIAS COMERCIALES,2,1,1,2,1,00-02-7134-46; 00-02-7135-46
CIUDAD CAPITAL,ZONA 2,LICEO TECNICO CONSTRUCTIVISTA,2,1,1,2,2,00-02-9138-46; 00-02-9810-46
CIUDAD CAPITAL,ZONA 3,COLEGIO MIXTO JESUS DEL CONSUELO,2,1,1,1,1,00-03-0021-46; 00-03-0022-46
CIUDAD CAPITAL,ZONA 3,COLEGIO MIXTO SUPERIOR UNIVERSAL,2,1,2,2,2,00-03-7619-46; 00-03-7621-46
CIUDAD CAPITAL,ZONA 3,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA GUATEMALTECO,2,1,2,2,1,00-03-0370-46; 00-03-0372-46
CIUDAD CAPITAL,ZONA 3,INSTITUTO PRIVADO SUPERACION,2,1,1,2,2,00-03-8148-46; 00-03-8151-46
CIUDAD CAPITAL,ZONA 5,LICEO MIXTO 'NUESTRA SEÑORA DE MEDJUGORJE',2,1,1,2,1,00-05-8861-46; 00-05-8862-46
CIUDAD CAPITAL,ZONA 6,COLEGIO DE FORMACION PROFESIONAL EN COMPUTACION (C.F.P.C),2,1,2,2,2,00-06-7958-46; 00-06-7959-46
CIUDAD CAPITAL,ZONA 6,COLEGIO DE FORMACION PROFESIONAL EN COMPUTACION (CFPC),2,1,2,2,1,00-06-7247-46; 00-06-7248-46
CIUDAD CAPITAL,ZONA 6,"ESCUELA EXPERIMENTAL CON ORIENTACIÓN OCUPACIONAL ""VILLA DE LOS NIÑOS""",2,1,1,2,1,00-06-0056-46; 00-06-0079-46
CIUDAD CAPITAL,ZONA 7,"CENTRO DE EDUCACIÓN INTEGRAL ""ELYON""",2,1,1,2,2,00-07-0242-46; 00-07-0243-46
CIUDAD CAPITAL,ZONA 7,CENTRO EDUCATIVO INNOVA,2,1,1,2,2,00-07-0259-46; 00-07-0262-46
CIUDAD CAPITAL,ZONA 7,COLEGIO BILINGUE DE COMPUTACION C. B. C.,2,1,2,2,2,00-07-2512-46; 00-07-9263-46
CIUDAD CAPITAL,ZONA 7,COLEGIO BLAISE PASCAL,2,1,1,2,2,00-07-0266-46; 00-07-0267-46
CIUDAD CAPITAL,ZONA 7,COLEGIO PROYECTO EDUCATIVO FUTURISTA,2,1,1,1,1,00-07-9677-46; 00-07-9678-46
CIUDAD CAPITAL,ZONA 7,LICEO COMERCIAL TECNOLOGICO 'EL RODEO',2,1,1,2,2,00-07-8006-46; 00-07-8011-46
CIUDAD CAPITAL,ZONA 7,LICEO TECNOLOGICO ANDRE AMPERE,2,1,1,2,1,00-07-0055-46; 00-07-0056-46
CIUDAD CAPITAL,ZONA 7,LICEO TÉCNICO DE CIENCIA Y TECNOLOGÍA,2,1,1,2,2,00-07-0272-46; 00-07-0273-46
CIUDAD CAPITAL,ZONA 8,ACADEMIA DE CORTE Y CONFECCION EL ARTE,2,1,1,2,2,00-08-7062-46; 00-08-7063-46
CIUDAD CAPITAL,ZONA 9,INSTITUTO ANGLO-GUATEMALTECO DE RELACIONES CULTURALES,2,1,1,1,1,00-09-7330-46; 00-09-7372-46
EL PROGRESO,GUASTATOYA,COLEGIO CATOLICO PARTICULAR MIXTO PADRE GABRIEL PEÑATE RODRIGUEZ,2,1,1,2,2,02-01-0559-46; 02-01-0561-46
EL PROGRESO,GUASTATOYA,COLEGIO DE CIENCIAS COMERCIALES EL PROGRESO,2,1,1,1,1,02-01-0028-46; 02-01-0252-46
EL PROGRESO,MORAZÁN,INSTITUTO DIVERSIFICADO POR COOPERATIVA,2,1,1,1,1,02-02-0014-46; 02-02-0613-46
EL PROGRESO,SAN AGUSTÍN ACASAGUASTLÁN,COLEGIO EL SHADDAI,2,1,1,1,1,02-03-0119-46; 02-03-0125-46
EL PROGRESO,SAN AGUSTÍN ACASAGUASTLÁN,COLEGIO TECNOLÓGICO JERUSALÉN,2,1,1,1,1,02-03-0157-46; 02-03-0158-46
EL PROGRESO,SAN ANTONIO LA PAZ,COLEGIO PRIVADO LICEO GABRIEL,2,1,2,2,2,02-08-0018-46; 02-08-0019-46
EL PROGRESO,SAN ANTONIO LA PAZ,LICEO TECNOLOGICO AGUA CALIENTE,2,1,1,2,2,02-08-0759-46; 02-08-0783-46
EL PROGRESO,SAN CRISTÓBAL ACASAGUASTLÁN,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,2,1,2,1,1,02-04-0004-46; 02-04-0005-46
EL PROGRESO,SANARATE,COLEGIO PROFESIONAL DE TURISMO GUATEMALAM,2,1,2,2,2,02-07-0755-46; 02-07-0762-46
EL PROGRESO,SANARATE,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,2,1,1,2,1,02-07-0008-46; 02-07-0009-46
ESCUINTLA,ESCUINTLA,CENTRO EDUCATIVO BANAPORT,2,1,1,2,2,05-01-0471-46; 05-01-0472-46
ESCUINTLA,ESCUINTLA,CENTRO EDUCATIVO EL BOSQUE,2,1,1,2,2,05-01-0369-46; 05-01-0449-46
ESCUINTLA,ESCUINTLA,"CENTRO EDUCATIVO INTEGRAL ""MAREM""",2,1,1,2,2,05-01-0464-46; 05-01-0465-46
ESCUINTLA,ESCUINTLA,ESCUELA CIENTIFICA DE INFORMATICA,2,1,1,2,2,05-01-2264-46; 05-01-2265-46
ESCUINTLA,ESCUINTLA,LICEO CRISTIANO PREUNIVERSITARIO 'BETEL',2,1,2,2,2,05-01-3023-46; 05-01-3024-46
ESCUINTLA,ESCUINTLA,LICEO CRISTIANO PREUNIVERSITARIO BETEL,2,1,1,2,2,05-01-3025-46; 05-01-3026-46
ESCUINTLA,ESCUINTLA,LICEO EDUCATIVO IREMAR,2,1,1,2,2,05-01-0467-46; 05-01-0468-46
ESCUINTLA,ESCUINTLA,LICEO RAFAEL ALVAREZ OVALLE,2,1,2,2,1,05-01-2252-46; 05-01-2253-46
ESCUINTLA,ESCUINTLA,TECNOLOGICO MODERNO,2,1,1,1,1,05-01-2812-46; 05-01-2813-46
ESCUINTLA,GUANAGAZAPA,COLEGIO PRIVADO DE DIVERSIFICADO 'LICEO TECNICO UNIONENSE',2,1,1,2,2,05-08-3045-46; 05-08-3046-46
ESCUINTLA,LA DEMOCRACIA,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,2,1,1,1,1,05-03-0011-46; 05-03-2930-46
ESCUINTLA,LA DEMOCRACIA,INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,2,1,1,2,2,05-03-0047-46; 05-03-0048-46
ESCUINTLA,LA GOMERA,"COLEGIO PARTICULAR MIXTO ""ROSALES""",2,1,1,2,2,05-07-0058-46; 05-07-0085-46
ESCUINTLA,MASAGUA,LICEO CRISTIANO LA SABIDURÍA DE LA VIDA,2,1,1,1,1,05-05-0085-46; 05-05-0086-46
ESCUINTLA,MASAGUA,LICEO MIXTO BILINGÜE EMPRESARIAL,2,1,1,2,1,05-05-0039-46; 05-05-0040-46
ESCUINTLA,NUEVA CONCEPCIÓN,"COLEGIO PARTICULAR MIXTO ""EL REPARO""",2,1,1,2,2,05-13-0087-46; 05-13-0100-46
ESCUINTLA,NUEVA CONCEPCIÓN,COMPLEJO EDUCATIVO SAN PABLO,2,1,1,2,2,05-13-0111-46; 05-13-0112-46
ESCUINTLA,PALÍN,COLEGIO INTEGRAL BILINGÜE ENGLISH CLUB,2,1,1,2,1,05-11-0064-46; 05-11-0065-46
ESCUINTLA,PALÍN,LICEO BILINGÜE NUEVO AMANECER,2,1,1,2,2,05-11-2846-46; 05-11-2972-46
ESCUINTLA,PALÍN,LICEO MONSEÑOR JUAN GERARDI,2,1,1,2,2,05-11-0094-46; 05-11-0107-46
ESCUINTLA,SAN JOSÉ,COLEGIO MIXTO MONTE HOREB,2,1,1,2,2,05-09-0047-46; 05-09-2842-46
ESCUINTLA,SAN VICENTE PACAYA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,2,1,1,1,1,05-12-0006-46; 05-12-0030-46
ESCUINTLA,SAN VICENTE PACAYA,"LICEO ""FUENTE DE VIDA""",2,1,1,1,1,05-12-0026-46; 05-12-0027-46
ESCUINTLA,SANTA LUCÍA COTZUMALGUAPA,CENTRO EDUCATIVO INGENIO LA UNIÓN,2,1,1,2,1,05-02-1922-46; 05-02-2904-46
ESCUINTLA,SANTA LUCÍA COTZUMALGUAPA,COLEGIO COSTASUR,2,1,2,2,1,05-02-0081-46; 05-02-1969-46
ESCUINTLA,SANTA LUCÍA COTZUMALGUAPA,"COLEGIO DIOCESANO ""MARÍA AUXILIADORA""",2,1,1,1,1,05-02-0068-46; 05-02-0069-46
ESCUINTLA,SANTA LUCÍA COTZUMALGUAPA,INSTITUTO DE FORMACIÓN CUALIFICADA,2,1,1,2,2,05-02-0126-46; 05-02-0272-46
ESCUINTLA,SANTA LUCÍA COTZUMALGUAPA,INSTITUTO DE FORMACIÓN CUALIFICADA (I.F.C.),2,1,1,1,1,05-02-0037-46; 05-02-0038-46
ESCUINTLA,SANTA LUCÍA COTZUMALGUAPA,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO EVANGELICO 'BETHEL',2,1,1,1,1,05-02-0227-46; 05-02-0234-46
ESCUINTLA,SIQUINALÁ,INSTITUTO MIXTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,2,1,1,1,1,05-04-0027-46; 05-04-0036-46
ESCUINTLA,TIQUISATE,INSTITUTO TECNICO PRIVADO VOCACIONAL DEL SUR,2,1,1,2,2,05-06-3093-46; 05-06-3094-46
GUATEMALA,AMATITLÁN,COLEGIO CRISTIANO 'EL SHADDAI AMATITLANECO',2,1,2,2,1,01-14-9534-46; 01-14-9535-46
GUATEMALA,AMATITLÁN,COLEGIO CRISTIANO UN NUEVO DIA,2,1,2,2,2,01-14-9538-46; 01-14-9709-46
GUATEMALA,AMATITLÁN,COLEGIO INTEGRAL NUEVO AMANECER EN EL VALLE,2,1,2,2,1,01-14-0092-46; 01-14-0094-46
GUATEMALA,AMATITLÁN,COLEGIO SAN LORENZO,2,1,1,2,1,01-14-7918-46; 01-14-7920-46
GUATEMALA,CHINAUTLA,"CENTRO EDUCATIVO ""APÓYATE EN MÍ""",2,1,2,2,2,01-06-0096-46; 01-06-0098-46
GUATEMALA,CHINAUTLA,COLEGIO MIXTO SAN FERNANDO,2,1,2,1,1,01-06-0091-46; 01-06-0092-46
GUATEMALA,CHINAUTLA,INSTITUTO NACIONAL MARIA FERNANDA MEDRANO CORDON,2,1,1,1,1,01-06-0074-46; 01-06-0075-46
GUATEMALA,CHINAUTLA,INSTITUTO NACIONAL PC. BRENDA ELIZABETH DEL CID MEDRANO,2,1,2,1,1,01-06-0061-46; 01-06-0062-46
GUATEMALA,MIXCO,CENTRO DE APRENDIZAJES ISOS,2,1,1,2,2,01-08-0964-46; 01-08-0965-46
GUATEMALA,MIXCO,CENTRO DE EDUCACIÓN A DISTANCIA ESCOLARIS,2,1,1,1,1,01-08-0707-46; 01-08-0709-46
GUATEMALA,MIXCO,CENTRO EDUCATIVO DR. MARIANO GALVEZ,2,1,2,1,1,01-08-8414-46; 01-08-8415-46
GUATEMALA,MIXCO,CENTRO EDUCATIVO FE Y ALEGRÍA NO. 2,2,1,2,1,1,01-08-0496-46; 01-08-0937-46
GUATEMALA,MIXCO,CENTRO EDUCATIVO HS GUATEMALA,2,1,1,2,2,01-08-0951-46; 01-08-0953-46
GUATEMALA,MIXCO,"CENTRO EDUCATIVO MUNICIPAL CEM ""EL AGUACATE""",2,1,1,2,2,01-08-1045-46; 01-08-1060-46
GUATEMALA,MIXCO,CENTRO EDUCATIVO PAULO NEVES FREIRE,2,1,1,1,1,01-08-0579-46; 01-08-0580-46
GUATEMALA,MIXCO,CENTRO EDUCATIVO TECNICO TENERIFE,2,1,1,2,1,01-08-9509-46; 01-08-9510-46
GUATEMALA,MIXCO,CENTRO EDUCATIVO VDUALITY,2,1,1,2,1,01-08-0941-46; 01-08-0943-46
GUATEMALA,MIXCO,CENTRO LOGÍSTICO INTEGRAL BILINGÜE GUATEMALA (CLIB-GUATEMALA),2,1,1,2,1,01-08-0384-46; 01-08-0386-46
GUATEMALA,MIXCO,"COLEGIO CIENCIA, TRABAJO Y VIRTUD",2,1,2,2,2,01-08-7770-46; 01-08-7772-46
GUATEMALA,MIXCO,COLEGIO EDUCATIVO NUEVA ERA,2,1,1,2,2,01-08-1086-46; 01-08-1089-46
GUATEMALA,MIXCO,COLEGIO FINALE,2,1,1,2,1,01-08-0810-46; 01-08-0811-46
GUATEMALA,MIXCO,COLEGIO INTEGRAL MUNDO EDUCATIVO,2,1,1,2,1,01-08-0303-46; 01-08-0304-46
GUATEMALA,MIXCO,COLEGIO MIXTO SUPÉRATE,2,1,1,2,1,01-08-0710-46; 01-08-0853-46
GUATEMALA,MIXCO,INSTITUTO TECNOLÓGICO ISAAC NEWTON,2,1,1,2,1,01-08-0827-46; 01-08-0828-46
GUATEMALA,MIXCO,INSTITUTO TECNOLÓGICO PRIVADO DE GUATEMALA,2,1,1,2,1,01-08-0408-46; 01-08-0409-46
GUATEMALA,MIXCO,LICEO CIENTIFICO MODERNO,2,1,2,1,1,01-08-9847-46; 01-08-9848-46
GUATEMALA,MIXCO,LICEO MIXTO CANTAR DE LOS CANTARES,2,1,1,2,2,01-08-7295-46; 01-08-7296-46
GUATEMALA,MIXCO,"LICEO MIXTO EN COMPUTACIÓN ""MONTELIMAR NO.2""",2,1,1,2,2,01-08-9371-46; 01-08-9376-46
GUATEMALA,MIXCO,LICEO TECNOLOGICO 'ANDRE AMPERE',2,1,2,2,1,01-08-7069-46; 01-08-7070-46
GUATEMALA,MIXCO,"LICEO TECNOLOGICO DE GUATEMALA ""ELOHIM"" NO. 2",2,1,1,2,2,01-08-0986-46; 01-08-0988-46
GUATEMALA,PALENCIA,LICEO AMERICANO 'EINSTEIN',2,1,2,2,2,01-05-9773-46; 01-05-9775-46
GUATEMALA,PALENCIA,LICEO EN COMPUTACIÓN EL PARAÍSO,2,1,1,2,2,01-05-0120-46; 01-05-0122-46
GUATEMALA,SAN JOSÉ DEL GOLFO,"COLEGIO MIXTO ""EL ARTE DE APRENDER""",2,1,1,2,2,01-04-0011-46; 01-04-0012-46
GUATEMALA,SAN JOSÉ PINULA,"CENTRO EDUCATIVO ""EL PROGRESO""",2,1,1,2,2,01-03-0053-46; 01-03-0177-46
GUATEMALA,SAN JOSÉ PINULA,CENTRO EDUCATIVO INTEGRAL EL SABER,2,1,1,2,2,01-03-0179-46; 01-03-8254-46
GUATEMALA,SAN JOSÉ PINULA,COLEGIO CREATIVO,2,1,1,2,1,01-03-0220-46; 01-03-0221-46
GUATEMALA,SAN JOSÉ PINULA,COLEGIO MIXTO SUPERACIÓN Y DESARROLLO,2,1,1,2,1,01-03-0091-46; 01-03-0092-46
GUATEMALA,SAN JOSÉ PINULA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,2,1,1,2,1,01-03-0013-46; 01-03-0121-46
GUATEMALA,SAN JUAN SACATEPÉQUEZ,CENTRO DE COMPUTACIÓN CEI-PC LINDA VISTA,2,1,1,1,1,01-10-0286-46; 01-10-0287-46
GUATEMALA,SAN JUAN SACATEPÉQUEZ,CENTRO DE COMPUTACIÓN CEI-PC VILLAS,2,1,1,1,1,01-10-0279-46; 01-10-0292-46
GUATEMALA,SAN JUAN SACATEPÉQUEZ,COLEGIO CRISTIANO NUEVO BERSHEBA,2,1,2,2,2,01-10-0147-46; 01-10-0350-46
GUATEMALA,SAN JUAN SACATEPÉQUEZ,COLEGIO INTEGRAL TECNOLÓGICO CIENTÍFICO CITEC,2,1,2,1,1,01-10-0153-46; 01-10-0154-46
GUATEMALA,SAN JUAN SACATEPÉQUEZ,COLEGIO MIXTO EN COMPUTACIÓN EMANUEL,2,1,1,2,2,01-10-0316-46; 01-10-0330-46
GUATEMALA,SAN JUAN SACATEPÉQUEZ,COLEGIO MIXTO MONTE EVEREST II,2,1,2,1,1,01-10-0094-46; 01-10-0095-46
GUATEMALA,SAN JUAN SACATEPÉQUEZ,COLEGIO MIXTO SAN GABRIEL II,2,1,1,2,1,01-10-0121-46; 01-10-0123-46
GUATEMALA,SAN JUAN SACATEPÉQUEZ,COLEGIO MIXTO TECNOLÓGICO TESLA,2,1,1,2,2,01-10-0351-46; 01-10-0352-46
GUATEMALA,SAN JUAN SACATEPÉQUEZ,COLEGIO TECNOLOGICO GUATEMALTECO EDU,2,1,1,1,1,01-10-0275-46; 01-10-0278-46
GUATEMALA,SAN MIGUEL PETAPA,CENTRO DE ESTUDIOS MERCADOLOGICOS Y PUBLICITARIOS,2,1,1,1,2,01-17-7494-46; 01-17-9208-46
GUATEMALA,SAN MIGUEL PETAPA,CENTRO EDUCATIVO CRISTIANO ENSEÑANZA FELIZ,2,1,1,2,2,01-17-0347-46; 01-17-0353-46
GUATEMALA,SAN MIGUEL PETAPA,COLEGIO INTEGRAL CEDROS,2,1,1,2,2,01-17-0306-46; 01-17-0307-46
GUATEMALA,SAN MIGUEL PETAPA,COLEGIO SANTO DOMINGO DE GUZMÁN,2,1,1,2,1,01-17-0141-46; 01-17-0251-46
GUATEMALA,SAN MIGUEL PETAPA,"INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA ""PRADOS DE VILLA HERMOSA""",2,1,2,1,1,01-17-0200-46; 01-17-0201-46
GUATEMALA,SAN MIGUEL PETAPA,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE VILLA HERMOSA,2,1,1,1,1,01-17-0113-46; 01-17-0125-46
GUATEMALA,SAN MIGUEL PETAPA,LICEO DEL SUR LOS ÁLAMOS,2,1,1,2,1,01-17-0209-46; 01-17-0213-46
GUATEMALA,SAN MIGUEL PETAPA,LICEO EVANGELICO PRADOS DE VILLAHERMOSA,2,1,2,2,2,01-17-8493-46; 01-17-9121-46
GUATEMALA,SAN MIGUEL PETAPA,LICEO RICHMOND,2,1,2,2,2,01-17-0262-46; 01-17-0315-46
GUATEMALA,SAN PEDRO AYAMPUC,"CENTRO EDUCATIVO CRISTIANO MIXTO ""MONSEÑOR RAFAEL GONZÁLEZ ESTRADA""",2,1,1,2,2,01-07-0056-46; 01-07-0059-46
GUATEMALA,SAN PEDRO SACATEPÉQUEZ,CENTRO EDUCATIVO SAN PEDRO APOSTOL,2,1,1,1,1,01-09-0006-46; 01-09-0007-46
GUATEMALA,SAN PEDRO SACATEPÉQUEZ,"INSTITUTO TECNICO PROFESIONAL EN COMPUTACION ""LUIS CARDOZA Y ARAGON""",2,1,1,2,2,01-09-8028-46; 01-09-8034-46
GUATEMALA,SAN RAYMUNDO,COLEGIO CRISTIANO MAÑANA GLORIOSA,2,1,1,2,1,01-11-0039-46; 01-11-0054-46
GUATEMALA,VILLA CANALES,COLEGIO ELI,2,1,1,2,1,01-16-0140-46; 01-16-0142-46
GUATEMALA,VILLA CANALES,"COLEGIO MIXTO "" SANTA ELENA DEL SUR """,2,1,2,2,1,01-16-0136-46; 01-16-0137-46
GUATEMALA,VILLA CANALES,COLEGIO TÉCNICO SUIZO,2,1,1,2,1,01-16-0150-46; 01-16-0151-46
GUATEMALA,VILLA CANALES,LICEO DEL SUR,2,1,1,2,1,01-16-0119-46; 01-16-9700-46
GUATEMALA,VILLA NUEVA,CENTRO EDUCATIVO GEOEDJGUS,2,1,1,2,1,01-15-0352-46; 01-15-0353-46
GUATEMALA,VILLA NUEVA,CENTRO INTEGRAL DE ESTUDIOS EBENEZER PRIMAVERA,2,1,1,2,2,01-15-0776-46; 01-15-0777-46
GUATEMALA,VILLA NUEVA,COLEGIO CRISTIANO SAGRADA INFANCIA,2,1,1,2,2,01-15-0768-46; 01-15-0779-46
GUATEMALA,VILLA NUEVA,COLEGIO EVANGELICO MIXTO 'GUATEMALA',2,1,1,2,1,01-15-7091-46; 01-15-7092-46
GUATEMALA,VILLA NUEVA,COLEGIO EVANGELICO MIXTO GALILEA,2,1,2,2,2,01-15-0136-46; 01-15-0137-46
GUATEMALA,VILLA NUEVA,COLEGIO LICEO MARQUENSE,2,1,2,2,2,01-15-3090-46; 01-15-6189-46
GUATEMALA,VILLA NUEVA,COLEGIO MONTEVISION,2,1,1,2,1,01-15-7423-46; 01-15-7425-46
GUATEMALA,VILLA NUEVA,COLEGIO NUESTRA SEQORA DE LOURDES,2,1,1,1,1,01-15-8597-46; 01-15-8598-46
GUATEMALA,VILLA NUEVA,COLEGIO TECNOLÓGICO CEDROS DEL LÍBANO,2,1,1,2,1,01-15-0487-46; 01-15-0488-46
GUATEMALA,VILLA NUEVA,ESCUELA PARA ADULTOS CON FORMACIÓN PARA EL TRABAJO DEBORA,2,1,1,2,2,01-15-0128-46; 01-15-0470-46
